domain,class_modifier,class_ncit,class_prefLabel,prop,label,range,cardinality,ncit,prefLabel,definition,relationshipType,modelName,modelRepresentation,boundCodelist,boundCodelistNote
StudyRole,Concrete,C215497,Study Role,StudyRole-extensionAttributes,StudyRole-extensionAttributes,ExtensionAttribute,0..*,,,,Value,,,,
StudySite,Concrete,C80403,Study Site,StudySite-country,StudySite-country,Code,1,C170990,Country of Study Site,The country in which the study site is located.,Value,country,Attribute,,Y (Point out to ISO 3166-1 Alpha-3 Country code)
StudySite,Concrete,C80403,Study Site,StudySite-extensionAttributes,StudySite-extensionAttributes,ExtensionAttribute,0..*,,,,Value,,,,
StudyTitle,Concrete,C49802,Study Title,StudyTitle-type,StudyTitle-type,Code,1,C207568,Study Title Type,A characterization or classification of the study title.,Value,type,Attribute,C207419,Y (C207419)
StudyTitle,Concrete,C49802,Study Title,StudyTitle-extensionAttributes,StudyTitle-extensionAttributes,ExtensionAttribute,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-businessTherapeuticAreas,StudyVersion-businessTherapeuticAreas,Code,0..*,C201322,Business Therapeutic Areas,A therapeutic area classification based on the structure and operations of the business unit.,Value,businessTherapeuticAreas,Attribute,,Y (Point out to external dictionaries)
StudyVersion,Concrete,C188816,Study Version,StudyVersion-notes,StudyVersion-notes,CommentAnnotation,0..*,C215539,Study Version Notes,A brief written record relevant to the study version.,Value,notes,Attribute,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-abbreviations,StudyVersion-abbreviations,Abbreviation,0..*,,,A USDM relationship between the StudyVersion and Abbreviation classes which provides the set of abbreviations associated with the study version.,Value,abbreviations,Relationship,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-dateValues,StudyVersion-dateValues,GovernanceDate,0..*,,,A USDM relationship between the StudyVersion and GovernanceDate classes which provides the set of governance dates associated with the study version.,Value,dateValues,Relationship,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-referenceIdentifiers,StudyVersion-referenceIdentifiers,ReferenceIdentifier,0..*,,,A USDM relationship between the StudyVersion and ReferenceIdentifier classes which identifies the set of reference identifiers associated with the study version.,Value,referenceIdentifiers,Relationship,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-amendments,StudyVersion-amendments,StudyAmendment,0..*,,,A USDM relationship between the StudyVersion and StudyAmendment classes which identifies the set of study amendments associated with the study version.,Value,amendments,Relationship,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-documentVersionIds,StudyVersion-documentVersionIds,StudyDefinitionDocumentVersion,0..*,,,A USDM relationship between the StudyVersion and StudyDefinitionDocumentVersion classes which identifies the version of the study definition document associated with the study version.,Ref,documentVersions,Relationship,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-studyDesigns,StudyVersion-studyDesigns,StudyDesign,0..*,,,A USDM relationship between the StudyVersion and StudyDesign classes which identifies the set of study designs associated with the study version.,Value,studyDesigns,Relationship,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-studyIdentifiers,StudyVersion-studyIdentifiers,StudyIdentifier,1..*,,,A USDM relationship between the StudyVersion and StudyIdentifier classes which identifies the set of study identifiers associated with the study version.,Value,studyIdentifiers,Relationship,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-titles,StudyVersion-titles,StudyTitle,1..*,,,A USDM relationship between the StudyVersion and StudyTitle classes which identifies the set of study titles associated with the study version.,Value,titles,Relationship,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-extensionAttributes,StudyVersion-extensionAttributes,ExtensionAttribute,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-eligibilityCriterionItems,StudyVersion-eligibilityCriterionItems,EligibilityCriterionItem,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-narrativeContentItems,StudyVersion-narrativeContentItems,NarrativeContentItem,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-roles,StudyVersion-roles,StudyRole,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-organizations,StudyVersion-organizations,Organization,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-studyInterventions,StudyVersion-studyInterventions,StudyIntervention,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-administrableProducts,StudyVersion-administrableProducts,AdministrableProduct,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-medicalDevices,StudyVersion-medicalDevices,MedicalDevice,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-productOrganizationRoles,StudyVersion-productOrganizationRoles,ProductOrganizationRole,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-biomedicalConcepts,StudyVersion-biomedicalConcepts,BiomedicalConcept,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-bcCategories,StudyVersion-bcCategories,BiomedicalConceptCategory,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-bcSurrogates,StudyVersion-bcSurrogates,BiomedicalConceptSurrogate,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-dictionaries,StudyVersion-dictionaries,SyntaxTemplateDictionary,0..*,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-conditions,StudyVersion-conditions,Condition,0..*,,,,Value,,,,
SubjectEnrollment,Concrete,C37948,Subject Enrollment,SubjectEnrollment-quantity,SubjectEnrollment-quantity,Quantity,1,C207573,Subject Enrollment Quantity Value,The value representing the number of individuals enrolled in a study.,Value,quantity,Attribute,,
SubjectEnrollment,Concrete,C37948,Subject Enrollment,SubjectEnrollment-forGeographicScope,SubjectEnrollment-forGeographicScope,GeographicScope,0..1,,,A USDM relationship between the SubjectEnrollment and GeographicScope classes which identifies the geographic scope to which the subject enrollment applies.,Value,forGeographicScope,Relationship,,
SubjectEnrollment,Concrete,C37948,Subject Enrollment,SubjectEnrollment-forStudyCohortId,SubjectEnrollment-forStudyCohortId,StudyCohort,0..1,,,A USDM relationship between the SubjectEnrollment and StudyCohort classes which identifies the study cohort to which the subject enrollment applies.,Ref,forStudyCohort,Relationship,,
SubjectEnrollment,Concrete,C37948,Subject Enrollment,SubjectEnrollment-forStudySiteId,SubjectEnrollment-forStudySiteId,StudySite,0..1,,,A USDM relationship between the SubjectEnrollment and StudySite classes which identifies the study site to which the subject enrollment applies.,Ref,forStudySite,Relationship,,
SubjectEnrollment,Concrete,C37948,Subject Enrollment,SubjectEnrollment-extensionAttributes,SubjectEnrollment-extensionAttributes,ExtensionAttribute,0..*,,,,Value,,,,
Substance,Concrete,C45306,Substance,Substance-codes,Substance-codes,Code,0..*,C215589,Substance Code,A symbol or combination of symbols which is assigned to the substance.,Value,codes,Attribute,,"Y (Point out to multiple Biomedical coding dictionaries such as WHODrug, ATC, UNII, etc.)"
Substance,Concrete,C45306,Substance,Substance-strengths,Substance-strengths,Strength,1..*,,,A USDM relationship between the Substance and Strength class which provides the values of the strengths of the substance.,Value,strengths,Relationship,,
Substance,Concrete,C45306,Substance,Substance-referenceSubstance,Substance-referenceSubstance,Substance,0..1,,,"A USDM relationship within the Substance class that identifies the association between two substances, one of which is used as a reference for the other.",Value,referenceSubstance,Relationship,,
Substance,Concrete,C45306,Substance,Substance-extensionAttributes,Substance-extensionAttributes,ExtensionAttribute,0..*,,,,Value,,,,
SyntaxTemplate,Abstract,C207596,Syntax Template,SyntaxTemplate-notes,SyntaxTemplate-notes,CommentAnnotation,0..*,C215548,Characteristic Notes,A brief written record relevant to the characteristic.,Value,notes,Attribute,,
SyntaxTemplate,Abstract,C207596,Syntax Template,SyntaxTemplate-dictionaryId,SyntaxTemplate-dictionaryId,SyntaxTemplateDictionary,0..1,,,A USDM relationship between the Characteristic and SyntaxTemplateDictionary classes which provides the set of dictionary entries related to characteristics.,Ref,dictionary,Relationship,,
SyntaxTemplateDictionary,Concrete,C207597,Syntax Template Dictionary,SyntaxTemplateDictionary-parameterMaps,SyntaxTemplateDictionary-parameterMaps,ParameterMap,1..*,,,A USDM relationship between the SyntaxTemplateDictionary and ParameterMap classes which identifies the set of parameter maps (parameter map entries) associated with a syntax template dictionary.,Value,parameterMaps,Relationship,,
SyntaxTemplateDictionary,Concrete,C207597,Syntax Template Dictionary,SyntaxTemplateDictionary-extensionAttributes,SyntaxTemplateDictionary-extensionAttributes,ExtensionAttribute,0..*,,,,Value,,,,
Timing,Concrete,C80484,Timing,Timing-type,Timing-type,Code,1,C201298,Timing Type,A characterization or classification of the chronological relationship between temporal events.,Value,type,Attribute,C201264,Y (C201264)
Timing,Concrete,C80484,Timing,Timing-relativeToFrom,Timing-relativeToFrom,Code,1,C201297,Timing Relative To From,The name of the reference event used to define the temporal relationship with another event.,Value,relativeToFrom,Attribute,C201265,Y (C201265)
Timing,Concrete,C80484,Timing,Timing-relativeToScheduledInstanceId,Timing-relativeToScheduledInstanceId,ScheduledInstance,0..1,,,"A USDM relationship between the Timing and ScheduledInstance classes which identifies the scheduled instance (e.g., scheduled activity instances or scheduled decision instances) to which the timing is relative to.",Ref,relativeToScheduledInstance,Relationship,,
Timing,Concrete,C80484,Timing,Timing-relativeFromScheduledInstanceId,Timing-relativeFromScheduledInstanceId,ScheduledInstance,1,,,"A USDM relationship between the Timing and ScheduledInstance classes which identifies the scheduled instance (e.g., scheduled activity instances or scheduled decision instances) to which the timing applies.",Ref,relativeFromScheduledInstance,Relationship,,
Timing,Concrete,C80484,Timing,Timing-extensionAttributes,Timing-extensionAttributes,ExtensionAttribute,0..*,,,,Value,,,,
TransitionRule,Concrete,C82567,Transition Rule,TransitionRule-extensionAttributes,TransitionRule-extensionAttributes,ExtensionAttribute,0..*,,,,Value,,,,
